"Id","SalePrice"
1461,167211.437474445
1462,163099.265519265
1463,216072.609292138
1464,217417.256691474
1465,209339.256244432
1466,210687.277915929
1467,209339.256244432
1468,217417.256691474
1469,206641.181558412
1470,179510.31325876
1471,218761.23126246
1472,180873.385160167
1473,180873.385160167
1474,186318.765888117
1475,186318.765888117
1476,232164.118974429
1477,232164.118974429
1478,226810.986910339
1479,226810.986910339
1480,224130.414707731
1481,222789.124730255
1482,228150.270470414
1483,226810.986910339
1484,228150.270470414
1485,225471.035211768
1486,225471.035211768
1487,217417.256691474
1488,226810.986910339
1489,232164.118974429
1490,226810.986910339
1491,225471.035211768
1492,110459.386405177
1493,184958.45533786
1494,210687.277915929
1495,209339.256244432
1496,225471.035211768
1497,225471.035211768
1498,225471.035211768
1499,225471.035211768
1500,226810.986910339
1501,220104.533678096
1502,224130.414707731
1503,233500.736630317
1504,220104.533678096
1505,222789.124730255
1506,175416.942198653
1507,210687.277915929
1508,190395.568781726
1509,180873.385160167
1510,174051.097712532
1511,174051.097712532
1512,175416.942198653
1513,171317.323304441
1514,168580.763593361
1515,154855.986033835
1516,150724.839681242
1517,174051.097712532
1518,163099.265519265
1519,224130.414707731
1520,164470.689150836
1521,164470.689150836
1522,164470.689150836
1523,160354.315741185
1524,154855.986033835
1525,158980.788161226
1526,163099.265519265
1527,110459.386405177
1528,149346.377693545
1529,165841.4128979
1530,169949.391966455
1531,82334.1752394475
1532,110459.386405177
1533,161727.141288109
1534,135522.707838044
1535,149346.377693545
1536,110459.386405177
1537,114652.881595936
1538,82334.1752394475
1539,68160.352774635
1540,96433.59409412
1541,113255.777208608
1542,152102.594584025
1543,113255.777208608
1544,117444.912121858
1545,136908.280798398
1546,138293.139361728
1547,141060.716241401
1548,149346.377693545
1549,132749.415775366
1550,124412.317128915
1551,114652.881595936
1552,103455.645476963
1553,99244.6180284359
1554,110459.386405177
1555,164470.689150836
1556,106259.333752498
1557,103455.645476963
1558,138293.139361728
1559,92211.5343448818
1560,96433.59409412
1561,175416.942198653
1562,174051.097712532
1563,176782.092481703
1564,190395.568781726
1565,176782.092481703
1566,189037.321913805
1567,120234.04334246
1568,190395.568781726
1569,135522.707838044
1570,152102.594584025
1571,147967.20789478
1572,157606.557829849
1573,232164.118974429
1574,171317.323304441
1575,202588.98095464
1576,210687.277915929
1577,233500.736630317
1578,82334.1752394475
1579,214727.288390443
1580,216072.609292138
1581,189037.321913805
1582,182235.76567331
1583,224130.414707731
1584,216072.609292138
1585,224130.414707731
1586,145206.741953872
1587,157606.557829849
1588,176782.092481703
1589,149346.377693545
1590,186318.765888117
1591,163099.265519265
1592,116049.259648744
1593,136908.280798398
1594,175416.942198653
1595,125803.631909613
1596,139677.284264341
1597,152102.594584025
1598,212034.623378884
1599,205291.127182625
1600,205291.127182625
1601,139677.284264341
1602,111857.945730753
1603,76673.6186151989
1604,225471.035211768
1605,217417.256691474
1606,189037.321913805
1607,187678.387847841
1608,230826.835837975
1609,232164.118974429
1610,228150.270470414
1611,172684.55831695
1612,225471.035211768
1613,218761.23126246
1614,183597.455499221
1615,179510.31325876
1616,179510.31325876
1617,182235.76567331
1618,180873.385160167
1619,198530.657658126
1620,199884.113531601
1621,207990.557685297
1622,178146.549266994
1623,212034.623378884
1624,210687.277915929
1625,160354.315741185
1626,184958.45533786
1627,216072.609292138
1628,224130.414707731
1629,214727.288390443
1630,225471.035211768
1631,217417.256691474
1632,213381.293311372
1633,217417.256691474
1634,217417.256691474
1635,212034.623378884
1636,210687.277915929
1637,189037.321913805
1638,190395.568781726
1639,190395.568781726
1640,193110.003701061
1641,190395.568781726
1642,224130.414707731
1643,220104.533678096
1644,222789.124730255
1645,186318.765888117
1646,184958.45533786
1647,186318.765888117
1648,179510.31325876
1649,180873.385160167
1650,179510.31325876
1651,180873.385160167
1652,183597.455499221
1653,182235.76567331
1654,187678.387847841
1655,186318.765888117
1656,189037.321913805
1657,190395.568781726
1658,190395.568781726
1659,187678.387847841
1660,174051.097712532
1661,229488.886557966
1662,232164.118974429
1663,230826.835837975
1664,229488.886557966
1665,230826.835837975
1666,225471.035211768
1667,229488.886557966
1668,230826.835837975
1669,228150.270470414
1670,230826.835837975
1671,224130.414707731
1672,224130.414707731
1673,224130.414707731
1674,228150.270470414
1675,226810.986910339
1676,226810.986910339
1677,229488.886557966
1678,225471.035211768
1679,224130.414707731
1680,230826.835837975
1681,230826.835837975
1682,222789.124730255
1683,224130.414707731
1684,226810.986910339
1685,226810.986910339
1686,226810.986910339
1687,225471.035211768
1688,225471.035211768
1689,225471.035211768
1690,224130.414707731
1691,224130.414707731
1692,222789.124730255
1693,225471.035211768
1694,220104.533678096
1695,218761.23126246
1696,218761.23126246
1697,218761.23126246
1698,220104.533678096
1699,212034.623378884
1700,213381.293311372
1701,210687.277915929
1702,230826.835837975
1703,230826.835837975
1704,229488.886557966
1705,228150.270470414
1706,226810.986910339
1707,230826.835837975
1708,230826.835837975
1709,229488.886557966
1710,228150.270470414
1711,228150.270470414
1712,230826.835837975
1713,228150.270470414
1714,224130.414707731
1715,224130.414707731
1716,229488.886557966
1717,228150.270470414
1718,225471.035211768
1719,225471.035211768
1720,225471.035211768
1721,225471.035211768
1722,225471.035211768
1723,224130.414707731
1724,230826.835837975
1725,214727.288390443
1726,209339.256244432
1727,206641.181558412
1728,212034.623378884
1729,201236.887735005
1730,194466.193138648
1731,168580.763593361
1732,167211.437474445
1733,167211.437474445
1734,172684.55831695
1735,169949.391966455
1736,168580.763593361
1737,193110.003701061
1738,207990.557685297
1739,225471.035211768
1740,230826.835837975
1741,230826.835837975
1742,220104.533678096
1743,218761.23126246
1744,189037.321913805
1745,194466.193138648
1746,187678.387847841
1747,184958.45533786
1748,175416.942198653
1749,178146.549266994
